"Time (EpSec),""Range (km)"""
2117560.000,2231.396967
2117580.000,2196.218758
2117600.000,2169.595612
2117620.000,2151.861255
2117640.000,2143.248384
2117660.000,2143.874728
2117680.000,2153.735831
2117700.000,2172.705305
2117720.000,2200.542868
2117740.000,2236.908731
2117760.000,2281.382613
2117780.000,2333.484847
2117800.000,2392.697666
2117800.755,2395.065155
2123275.084,2368.951449
2123295.000,2238.516863
2123315.000,2108.495655
2123335.000,1979.689287
2123355.000,1852.412546
2123375.000,1727.064433
2123395.000,1604.157138
2123415.000,1484.356068
2123435.000,1368.534769
2123455.000,1257.848692
2123475.000,1153.829607
2123495.000,1058.494237
2123515.000,974.439188
2123535.000,904.851664
2123555.000,853.308466
2123575.000,823.226076
2123595.000,816.987871
2123615.000,835.126733
2123635.000,876.118150
2123655.000,936.947080
2123675.000,1014.022111
2123695.000,1103.912139
2123715.000,1203.711572
2123735.000,1311.117818
2123755.000,1424.366532
2123775.000,1542.124206
2123795.000,1663.384750
2123815.000,1787.385131
2123835.000,1913.541318
2123855.000,2041.401194
2123875.000,2170.610409
2123895.000,2300.887660
2123909.606,2396.570506
2167392.542,2395.300683
2167412.000,2278.985321
2167432.000,2161.485905
2167452.000,2046.487821
2167472.000,1934.496453
2167492.000,1826.123282
2167512.000,1722.108403
2167532.000,1623.344950
2167552.000,1530.902565
2167572.000,1446.044247
2167592.000,1370.226488
2167612.000,1305.068366
2167632.000,1252.272302
2167652.000,1213.484434
2167672.000,1190.099998
2167692.000,1183.050398
2167712.000,1192.635480
2167732.000,1218.465589
2167752.000,1259.537478
2167772.000,1314.412531
2167792.000,1381.430393
2167812.000,1458.897102
2167832.000,1545.216062
2167852.000,1638.959474
2167872.000,1738.894002
2167892.000,1843.977526
2167912.000,1953.341006
2167932.000,2066.264668
2167952.000,2182.153812
2167972.000,2300.516699
2167983.422,2369.062432
2173401.500,2396.836075
2173421.000,2293.364321
2173441.000,2190.965943
2173461.000,2092.939106
2173481.000,1999.971774
2173501.000,1912.844237
2173521.000,1832.429126
2173541.000,1759.682857
2173561.000,1695.624747
2173581.000,1641.299914
2173601.000,1597.724128
2173621.000,1565.812309
2173641.000,1546.298392
2173661.000,1539.659610
2173681.000,1546.061624
2173701.000,1565.338475
2173721.000,1597.012475
2173741.000,1640.348817
2173761.000,1694.431334
2173781.000,1758.242720
2173801.000,1830.736040
2173821.000,1910.890137
2173841.000,1997.746743
2173861.000,2090.431521
2173881.000,2188.162643
2173901.000,2290.250745
2173917.192,2375.679494
2208136.650,2370.517296
2208156.000,2246.106190
2208176.000,2118.786995
2208196.000,1993.067561
2208216.000,1869.332576
2208236.000,1748.064674
2208256.000,1629.874854
2208276.000,1515.542366
2208296.000,1406.065720
2208316.000,1302.724627
2208336.000,1207.147790
2208356.000,1121.370128
2208376.000,1047.843583
2208396.000,989.339507
2208416.000,948.669341
2208436.000,928.199266
2208456.000,929.274283
2208476.000,951.820851
2208496.000,994.369849
2208516.000,1054.485132
2208536.000,1129.340569
2208556.000,1216.187404
2208576.000,1312.612907
2208596.000,1416.623954
2208616.000,1526.629307
2208636.000,1641.380077
2208656.000,1759.902065
2208676.000,1881.434780
2208696.000,2005.381572
2208716.000,2131.270762
2208736.000,2258.726054
2208756.000,2387.444254
2208757.482,2397.024465
2214254.373,2373.598879
2214274.000,2299.538817
2214294.000,2229.901316
2214314.000,2166.736859
2214334.000,2110.648631
2214354.000,2062.232564
2214374.000,2022.054526
2214394.000,1990.624211
2214414.000,1968.367401
2214434.000,1955.599854
2214454.000,1952.505947
2214474.000,1959.125571
2214494.000,1975.350977
2214514.000,2000.934434
2214534.000,2035.505188
2214554.000,2078.593417
2214574.000,2129.657407
2214594.000,2188.111006
2214614.000,2253.348538
2214634.000,2324.765805
2214651.427,2391.573316
2252282.748,2393.379684
2252302.000,2299.671438
2252322.000,2206.392380
2252342.000,2117.849116
2252362.000,2034.706970
2252382.000,1957.698862
2252402.000,1887.617636
2252422.000,1825.300241
2252442.000,1771.601530
2252462.000,1727.356956
2252482.000,1693.334905
2252502.000,1670.182769
2252522.000,1658.373470
2252542.000,1658.161900
2252562.000,1669.559908
2252582.000,1692.335231
2252602.000,1726.034904
2252622.000,1770.027758
2252642.000,1823.557203
2252662.000,1885.795446
2252682.000,1955.891671
2252702.000,2033.010241
2252722.000,2116.357518
2252742.000,2205.198499
2252762.000,2298.865016
2252776.852,2371.186114
2258225.404,2397.088204
2258245.000,2276.062503
2258265.000,2154.426618
2258285.000,2035.090137
2258305.000,1918.539744
2258325.000,1805.371410
2258345.000,1696.316884
2258365.000,1592.274380
2258385.000,1494.341370
2258405.000,1403.844130
2258425.000,1322.353397
2258445.000,1251.667997
2258465.000,1193.741712
2258485.000,1150.529426
2258505.000,1123.748540
2258525.000,1114.594741
2258545.000,1123.501486
2258565.000,1150.043745
2258585.000,1193.032220
2258605.000,1250.752755
2258625.000,1321.250697
2258645.000,1402.570394
2258665.000,1492.909966
2258685.000,1590.695347
2258705.000,1694.597057
2258725.000,1803.514814
2258745.000,1916.548037
2258765.000,2032.963052
2258785.000,2152.162295
2258805.000,2273.657839
2258820.962,2372.002834
2293023.997,2373.423567
2293043.000,2262.504113
2293063.000,2148.373856
2293083.000,2037.415367
2293103.000,1930.231577
2293123.000,1827.540935
2293143.000,1730.195768
2293163.000,1639.198240
2293183.000,1555.709129
2293203.000,1481.041512
2293223.000,1416.629308
2293243.000,1363.959385
2293263.000,1324.460738
2293283.000,1299.355948
2293303.000,1289.499941
2293323.000,1295.247809
2293343.000,1316.395016
2293363.000,1352.212454
2293383.000,1401.562780
2293403.000,1463.058468
2293423.000,1535.216983
2293443.000,1616.582946
2293463.000,1705.807334
2293483.000,1801.687746
2293503.000,1903.180389
2293523.000,2009.394492
2293543.000,2119.577752
2293563.000,2233.098280
2293583.000,2349.426381
2293591.065,2397.024005
2299019.059,2369.997818
2299039.000,2261.779106
2299059.000,2156.576045
2299079.000,2055.272697
2299099.000,1958.516861
2299119.000,1867.055786
2299139.000,1781.742316
2299159.000,1703.534331
2299179.000,1633.482935
2299199.000,1572.704408
2299219.000,1522.330988
2299239.000,1483.439016
2299259.000,1456.958554
2299279.000,1443.577306
2299299.000,1443.658155
2299319.000,1457.191519
2299339.000,1483.796439
2299359.000,1522.769749
2299379.000,1573.169413
2299399.000,1633.911042
2299419.000,1703.857719
2299439.000,1781.891188
2299459.000,1866.960162
2299479.000,1958.107859
2299499.000,2054.483158
2299519.000,2155.340823
2299539.000,2260.035133
2299559.000,2368.010187
2299563.801,2394.365546
2337226.335,2389.280377
2337246.000,2338.165305
2337266.000,2293.010354
2337286.000,2255.182391
2337306.000,2225.079011
2337326.000,2203.037335
2337346.000,2189.317826
2337366.000,2184.090547
2337386.000,2187.425911
2337406.000,2199.290726
2337426.000,2219.550321
2337446.000,2247.976138
2337466.000,2284.258210
2337486.000,2328.020707
2337505.178,2376.618449
2343065.386,2396.866307
2343085.000,2268.555560
2343105.000,2138.664094
2343125.000,2009.977570
2343145.000,1882.807059
2343165.000,1757.545315
2343185.000,1634.694307
2343205.000,1514.902997
2343225.000,1399.018825
2343245.000,1288.156393
2343265.000,1183.784911
2343285.000,1087.828728
2343305.000,1002.756771
2343325.000,931.600031
2343345.000,877.786047
2343365.000,844.663816
2343385.000,834.717385
2343405.000,848.768211
2343425.000,885.670754
2343445.000,942.731888
2343465.000,1016.541331
2343485.000,1103.716432
2343505.000,1201.318102
2343525.000,1306.975391
2343545.000,1418.849299
2343565.000,1535.538407
2343585.000,1655.979627
2343605.000,1779.363883
2343625.000,1905.070599
2343645.000,2032.618827
2343665.000,2161.631460
2343685.000,2291.809160
2343696.894,2369.679294
2377942.341,2377.769386
2377962.000,2285.805333
2377982.000,2197.093199
2378002.000,2113.927643
2378022.000,2037.031050
2378042.000,1967.178609
2378062.000,1905.181840
2378082.000,1851.862583
2378102.000,1808.017235
2378122.000,1774.372191
2378142.000,1751.534510
2378162.000,1739.943794
2378182.000,1739.833615
2378202.000,1751.209718
2378222.000,1773.849478
2378242.000,1807.323013
2378262.000,1851.031313
2378282.000,1904.253909
2378302.000,1966.198388
2378322.000,2036.045128
2378342.000,2112.983529
2378362.000,2196.238216
2378382.000,2285.085971
2378402.000,2378.864789
2378405.661,2396.515046
2383828.725,2368.737257
2383848.000,2247.903996
2383868.000,2124.091033
2383888.000,2002.218844
2383908.000,1882.719928
2383928.000,1766.130464
2383948.000,1653.119035
2383968.000,1544.522244
2383988.000,1441.386885
2384008.000,1345.015529
2384028.000,1257.006744
2384048.000,1179.271538
2384068.000,1113.994218
2384088.000,1063.495988
2384108.000,1029.969974
2384128.000,1015.107741
2384148.000,1019.725588
2384168.000,1043.556381
2384188.000,1085.319007
2384208.000,1143.026499
2384228.000,1214.378942
2384248.000,1297.092676
2384268.000,1389.101790
2384288.000,1488.642572
2384308.000,1594.261024
2384328.000,1704.781837
2384348.000,1819.263882
2384368.000,1936.955533
2384388.000,2057.255374
2384408.000,2179.679954
2384428.000,2303.838067
2384442.668,2395.812426
2427919.309,2396.249258
2427939.000,2269.257824
2427959.000,2141.352784
2427979.000,2014.807577
2427999.000,1889.959604
2428019.000,1767.232519
2428039.000,1647.163857
2428059.000,1530.442078
2428079.000,1417.955480
2428099.000,1310.854779
2428119.000,1210.628009
2428139.000,1119.178187
2428159.000,1038.876256
2428179.000,972.532510
2428199.000,923.198897
2428219.000,893.725827
2428239.000,886.116603
2428259.000,900.934489
2428279.000,937.115552
2428299.000,992.316174
2428319.000,1063.561800
2428339.000,1147.844929
2428359.000,1242.486216
2428379.000,1345.267950
2428399.000,1454.428405
2428419.000,1568.596566
2428439.000,1686.713582
2428459.000,1807.961359
2428479.000,1931.704473
2428499.000,2057.445332
2428519.000,2184.790437
2428539.000,2313.425263
2428547.546,2368.716905
2433987.876,2395.969197
2434007.000,2319.621400
2434027.000,2245.568491
2434047.000,2178.062201
2434067.000,2117.757360
2434087.000,2065.309955
2434107.000,2021.352806
2434127.000,1986.466570
2434147.000,1961.147920
2434167.000,1945.778359
2434187.000,1940.597564
2434207.000,1945.685570
2434227.000,1960.956473
2434247.000,1986.164892
2434267.000,2020.924216
2434287.000,2064.733287
2434307.000,2117.007723
2434327.000,2177.111627
2434347.000,2244.386715
2434367.000,2318.176433
2434382.706,2380.273548
2462915.671,2384.430201
2462935.000,2336.110874
2462955.000,2293.465736
2462975.000,2258.740508
2462995.000,2232.324834
2463015.000,2214.532248
2463035.000,2205.583527
2463055.000,2205.594318
2463075.000,2214.568352
2463095.000,2232.397363
2463115.000,2258.867454
2463135.000,2293.671383
2463155.000,2336.424916
2463175.000,2386.685548
2463177.918,2394.617388
2468668.089,2369.080800
2468688.000,2238.461255
2468708.000,2108.201370
2468728.000,1979.131730
2468748.000,1851.563066
2468768.000,1725.889522
2468788.000,1602.617545
2468808.000,1482.405934
2468828.000,1366.121007
2468848.000,1254.911145
2468868.000,1150.302992
2468888.000,1054.313673
2468908.000,969.551920
2468928.000,899.237363
2468948.000,847.006634
2468968.000,816.359246
2468988.000,809.759692
2469008.000,827.782423
2469028.000,868.885455
2469048.000,929.993573
2469068.000,1007.445726
2469088.000,1097.754743
2469108.000,1197.978721
2469128.000,1305.795141
2469148.000,1419.430540
2469168.000,1537.548528
2469188.000,1659.143390
2469208.000,1783.453980
2469228.000,1909.898717
2469248.000,2038.028027
2469268.000,2167.489952
2469288.000,2298.005352
2469303.031,2396.653367
2512789.244,2395.107326
2512809.000,2279.181398
2512829.000,2164.122675
2512849.000,2051.823354
2512869.000,1942.820014
2512889.000,1837.756058
2512909.000,1737.401605
2512929.000,1642.673407
2512949.000,1554.651234
2512969.000,1474.584512
2512989.000,1403.879397
2513009.000,1344.054076
2513029.000,1296.650184
2513049.000,1263.095909
2513069.000,1244.534334
2513089.000,1241.653528
2513109.000,1254.569877
2513129.000,1282.807775
2513149.000,1325.383134
2513169.000,1380.959283
2513189.000,1448.023412
2513209.000,1525.039182
2513229.000,1610.553831
2513249.000,1703.258308
2513269.000,1802.010726
2513289.000,1905.835823
2513309.000,2013.911484
2513329.000,2125.549669
2513349.000,2240.176293
2513369.000,2357.312370
2513371.013,2369.227149
2518789.763,2396.904056
2518809.000,2291.922532
2518829.000,2186.184306
2518849.000,2084.491693
2518869.000,1987.512903
2518889.000,1896.016092
2518909.000,1810.874273
2518929.000,1733.062902
2518949.000,1663.645614
2518969.000,1603.743225
2518989.000,1554.481682
2519009.000,1516.918212
2519029.000,1491.951134
2519049.000,1480.226422
2519069.000,1482.060634
2519089.000,1497.400136
2519109.000,1525.827970
2519129.000,1566.616493
2519149.000,1618.811278
2519169.000,1681.325392
2519189.000,1753.026029
2519209.000,1832.802580
2519229.000,1919.612442
2519249.000,2012.506890
2519269.000,2110.641488
2519289.000,2213.275969
2519309.000,2319.768013
2519319.148,2375.098522
2553533.011,2370.828447
2553553.000,2243.351613
2553573.000,2117.233049
2553593.000,1992.874979
2553613.000,1870.689973
2553633.000,1751.193584
2553653.000,1635.034968
2553673.000,1523.036147
2553693.000,1416.240607
2553713.000,1315.969507
2553733.000,1223.878057
2553753.000,1141.993079
2553773.000,1072.695347
2553793.000,1018.591363
2553813.000,982.221316
2553833.000,965.608468
2553853.000,969.776536
2553873.000,994.462834
2553893.000,1038.194623
2553913.000,1098.682274
2553933.000,1173.312898
2553953.000,1259.545210
2553973.000,1355.131920
2553993.000,1458.196544
2554013.000,1567.223344
2554033.000,1681.008977
2554053.000,1798.604742
2554073.000,1919.262922
2554093.000,2042.391896
2554113.000,2167.520476
2554133.000,2294.270327
2554149.062,2397.025606
2559631.892,2372.921354
2559651.000,2295.151052
2559671.000,2219.134636
2559691.000,2149.227129
2559711.000,2086.068171
2559731.000,2030.309675
2559751.000,1982.594422
2559771.000,1943.529331
2559791.000,1913.654501
2559811.000,1893.411000
2559831.000,1883.111012
2559851.000,1882.914906
2559871.000,1892.818625
2559891.000,1912.653768
2559911.000,1942.100506
2559931.000,1980.710765
2559951.000,2027.938184
2559971.000,2083.170350
2559991.000,2145.759820
2560011.000,2215.050828
2560031.000,2290.400576
2560051.000,2371.194682
2560055.977,2392.079325
2597683.696,2393.033472
2597703.000,2303.141601
2597723.000,2214.415686
2597743.000,2130.774377
2597763.000,2052.883962
2597783.000,1981.464956
2597803.000,1917.280012
2597823.000,1861.113889
2597843.000,1813.744184
2597863.000,1775.903461
2597883.000,1748.234794
2597903.000,1731.245630
2597923.000,1725.266316
2597943.000,1730.420917
2597963.000,1746.615945
2597983.000,1773.549192
2598003.000,1810.737110
2598023.000,1857.555096
2598043.000,1913.283331
2598063.000,1977.151694
2598083.000,2048.378537
2598103.000,2126.200944
2598123.000,2209.895758
2598143.000,2298.792584
2598158.665,2371.655464
2603616.142,2397.083005
2603636.000,2272.939521
2603656.000,2149.622331
2603676.000,2028.398416
2603696.000,1909.725197
2603716.000,1794.166540
2603736.000,1682.420599
2603756.000,1575.353395
2603776.000,1474.036979
2603796.000,1379.788035
2603816.000,1294.197136
2603836.000,1219.130257
2603856.000,1156.673692
2603876.000,1108.988894
2603896.000,1078.059087
2603916.000,1065.357542
2603936.000,1071.537125
2603956.000,1096.274617
2603976.000,1138.349088
2603996.000,1195.913312
2604016.000,1266.832680
2604036.000,1348.972476
2604056.000,1440.379981
2604076.000,1539.367126
2604096.000,1644.524726
2604116.000,1754.700182
2604136.000,1868.960606
2604156.000,1986.553813
2604176.000,2106.872861
2604196.000,2229.426276
2604216.000,2353.813820
2604218.838,2371.593888
2638424.037,2373.915985
2638444.000,2259.820596
2638464.000,2148.451809
2638484.000,2040.564046
2638504.000,1936.793605
2638524.000,1837.890637
2638544.000,1744.733429
2638564.000,1658.338124
2638584.000,1579.858749
2638604.000,1510.569915
2638624.000,1451.823849
2638644.000,1404.974144
2638664.000,1371.265368
2638684.000,1351.699270
2638704.000,1346.903910
2638724.000,1357.040729
2638744.000,1381.779250
2638764.000,1420.348486
2638784.000,1471.647339
2638804.000,1534.380125
2638824.000,1607.184310
2638844.000,1688.729447
2638864.000,1777.781082
2638884.000,1873.233762
2638904.000,1974.121241
2638924.000,2079.612372
2638944.000,2188.999304
2638964.000,2301.682514
2638980.543,2397.014695
2644404.525,2369.719490
2644424.000,2261.080049
2644444.000,2152.515409
2644464.000,2047.523501
2644484.000,1946.727222
2644504.000,1850.854656
2644524.000,1760.750102
2644544.000,1677.380077
2644564.000,1601.829538
2644584.000,1535.282269
2644604.000,1478.978331
2644624.000,1434.143703
2644644.000,1401.892489
2644664.000,1383.112485
2644684.000,1378.355474
2644704.000,1387.760440
2644724.000,1411.033058
2644744.000,1447.487782
2644764.000,1496.139301
2644784.000,1555.817203
2644804.000,1625.276593
2644824.000,1703.286890
2644844.000,1788.692259
2644864.000,1880.445306
2644884.000,1977.620380
2644904.000,2079.413200
2644924.000,2185.132599
2644944.000,2294.188450
2644961.972,2394.614295
2682643.940,2388.191259
2682663.000,2348.895045
2682683.000,2314.743888
2682703.000,2288.186387
2682723.000,2269.507996
2682743.000,2258.919554
2682763.000,2256.546840
2682783.000,2262.423943
2682803.000,2276.491631
2682823.000,2298.600606
2682843.000,2328.519471
2682863.000,2365.946164
2682868.716,2377.972393
2688458.011,2396.806843
2688478.000,2265.764358
2688498.000,2135.563747
2688518.000,2006.518611
2688538.000,1878.931419
2688558.000,1753.184596
2688578.000,1629.767819
2688598.000,1509.315730
2688618.000,1392.659738
2688638.000,1280.897930
2688658.000,1175.485532
2688678.000,1078.341683
2688698.000,991.950001
2688718.000,919.392251
2688738.000,864.198264
2688758.000,829.868909
2688778.000,819.050348
2688798.000,832.666775
2688818.000,869.567696
2688838.000,926.963701
2688858.000,1001.315778
2688878.000,1089.129453
2688898.000,1187.389167
2688918.000,1293.679961
2688938.000,1406.141496
2688958.000,1523.364670
2688978.000,1644.286104
2688998.000,1768.100038
2689018.000,1894.190685
2689038.000,2022.082252
2689058.000,2151.402599
2689078.000,2281.856930
2689091.353,2369.465325
2694639.149,2392.910271
2694659.000,2368.608053
2694679.000,2352.232047
2694699.000,2344.169282
2694719.000,2344.505304
2694739.000,2353.232402
2694759.000,2370.250048
2694773.558,2387.746629
2723347.472,2378.488308
2723367.000,2291.237992
2723387.000,2207.041539
2723407.000,2128.726653
2723427.000,2057.005839
2723447.000,1992.628684
2723467.000,1936.361729
2723487.000,1888.959840
2723507.000,1851.129910
2723527.000,1823.488924
2723547.000,1806.521033
2723567.000,1800.539348
2723587.000,1805.659342
2723607.000,1821.788702
2723627.000,1848.635583
2723647.000,1885.733848
2723667.000,1932.480293
2723687.000,1988.177347
2723707.000,2052.075326
2723727.000,2123.409444
2723747.000,2201.429182
2723767.000,2285.419237
2723787.000,2374.712894
2723791.693,2396.364671
2729218.647,2368.697676
2729238.000,2246.064393
2729258.000,2120.745897
2729278.000,1997.193119
2729298.000,1875.811775
2729318.000,1757.107661
2729338.000,1641.715996
2729358.000,1530.438894
2729378.000,1424.291568
2729398.000,1324.555580
2729418.000,1232.832097
2729438.000,1151.077830
2729458.000,1081.589890
2729478.000,1026.888748
2729498.000,989.449347
2729518.000,971.280553
2729538.000,973.463581
2729558.000,995.857273
2729578.000,1037.137842
2729598.000,1095.148901
2729618.000,1167.370143
2729638.000,1251.309673
2729658.000,1344.736877
2729678.000,1445.772267
2729698.000,1552.887415
2729718.000,1664.862908
2729738.000,1780.733940
2729758.000,1899.738193
2729778.000,2021.271426
2729798.000,2144.851884
2729818.000,2270.092497
2729837.886,2395.953678
2773313.861,2396.132650
2773333.000,2273.600386
2773353.000,2146.716434
2773373.000,2021.301774
2773393.000,1897.711524
2773413.000,1776.389921
2773433.000,1657.897897
2773453.000,1542.949450
2773473.000,1432.458655
2773493.000,1327.598012
2773513.000,1229.865178
2773533.000,1141.146521
2773553.000,1063.749012
2773573.000,1000.347422
2773593.000,953.773430
2773613.000,926.595913
2773633.000,920.552955
2773653.000,936.062690
2773673.000,972.093393
2773693.000,1026.477135
2773713.000,1096.469753
2773733.000,1179.272225
2773753.000,1272.357817
2773773.000,1373.604937
2773793.000,1481.304817
2773813.000,1594.110979
2773833.000,1710.972132
2773853.000,1831.068409
2773873.000,1953.757952
2773893.000,2078.534777
2773913.000,2204.996521
2773933.000,2332.820085
2773938.581,2368.696159
2779372.110,2396.175989
2779392.000,2311.877107
2779412.000,2232.681202
2779432.000,2159.717428
2779452.000,2093.668977
2779472.000,2035.237240
2779492.000,1985.119066
2779512.000,1943.977600
2779532.000,1912.407887
2779552.000,1890.900413
2779572.000,1879.806772
2779592.000,1879.312791
2779612.000,1889.423368
2779632.000,1909.961917
2779652.000,1940.584683
2779672.000,1980.807009
2779692.000,2030.037334
2779712.000,2087.613634
2779732.000,2152.838183
2779752.000,2225.007133
2779772.000,2303.433695
2779790.147,2379.461153
2808335.335,2385.708458
2808355.000,2346.284307
2808375.000,2313.930463
2808395.000,2289.732506
2808415.000,2273.965915
2808435.000,2266.817845
2808455.000,2268.376950
2808475.000,2278.628549
2808495.000,2297.455499
2808515.000,2324.644833
2808535.000,2359.899100
2808551.172,2394.054539
2814061.544,2369.235214
2814081.000,2241.544809
2814101.000,2111.210676
2814121.000,1982.060223
2814141.000,1854.402929
2814161.000,1728.631277
2814181.000,1605.249498
2814201.000,1484.913418
2814221.000,1368.485389
2814241.000,1257.108544
2814261.000,1152.302797
2814281.000,1056.077177
2814301.000,971.031937
2814321.000,900.380612
2814341.000,847.761316
2814361.000,816.688829
2814381.000,809.658655
2814401.000,827.283797
2814421.000,868.053281
2814441.000,928.905322
2814461.000,1006.176067
2814481.000,1096.366806
2814501.000,1196.522085
2814521.000,1304.307310
2814541.000,1417.939471
2814561.000,1536.075056
2814581.000,1657.703163
2814601.000,1782.058904
2814621.000,1908.557996
2814641.000,2036.748893
2814661.000,2166.278191
2814681.000,2296.865671
2814696.207,2396.728843
2820340.072,2380.492169
2820360.000,2361.590363
2820380.000,2350.352443
2820400.000,2346.968992
2820420.000,2351.468182
2820440.000,2363.795858
2820460.000,2383.818203
2820461.836,2386.035020
2858186.358,2394.898582
2858206.000,2281.994563
2858226.000,2169.560529
2858246.000,2060.151442
2858266.000,1954.332086
2858286.000,1852.772964
2858306.000,1756.266928
2858326.000,1665.743991
2858346.000,1582.280280
2858366.000,1507.094868
2858386.000,1441.525571
2858406.000,1386.974296
2858426.000,1344.814799
2858446.000,1316.264740
2858466.000,1302.239606
2858486.000,1303.221926
2858506.000,1319.184884
2858526.000,1349.597231
2858546.000,1393.507213
2858566.000,1449.677081
2858586.000,1516.728473
2858606.000,1593.266621
2858626.000,1677.968269
2858646.000,1769.632456
2858666.000,1867.201864
2858686.000,1969.764267
2858706.000,2076.542753
2858726.000,2186.880597
2858746.000,2300.224644
2858757.988,2369.405587
2864178.431,2396.960034
2864198.000,2287.479212
2864218.000,2178.750467
2864238.000,2073.769937
2864258.000,1973.184969
2864278.000,1877.748829
2864298.000,1788.330136
2864318.000,1705.916400
2864338.000,1631.606774
2864358.000,1566.588063
2864378.000,1512.087599
2864398.000,1469.299323
2864418.000,1439.285318
2864438.000,1422.865185
2864458.000,1420.515008
2864478.000,1432.302198
2864498.000,1457.875885
2864518.000,1496.515586
2864538.000,1547.223363
2864558.000,1608.834351
2864578.000,1680.120969
2864598.000,1759.875417
2864618.000,1846.965348
2864638.000,1940.364659
2864658.000,2039.165425
2864678.000,2142.577226
2864698.000,2249.919176
2864718.000,2360.608364
2864720.480,2374.541740
2898929.830,2371.163130
2898949.000,2250.029578
2898969.000,2125.181946
2898989.000,2002.249365
2899009.000,1881.668137
2899029.000,1763.980545
2899049.000,1649.864765
2899069.000,1540.172216
2899089.000,1435.972165
2899109.000,1338.600463
2899129.000,1249.703455
2899149.000,1171.257182
2899169.000,1105.527894
2899189.000,1054.928016
2899209.000,1021.732614
2899229.000,1007.679392
2899249.000,1013.571968
2899269.000,1039.069302
2899289.000,1082.777223
2899309.000,1142.590368
2899329.000,1216.110879
2899349.000,1300.987775
2899369.000,1395.116212
2899389.000,1496.714316
2899409.000,1604.323127
2899429.000,1716.769711
2899449.000,1833.118856
2899469.000,1952.626137
2899489.000,2074.697456
2899509.000,2198.856141
2899529.000,2324.717027
2899540.392,2397.044777
2905010.969,2372.302008
2905030.000,2289.798658
2905050.000,2208.110717
2905070.000,2132.175805
2905090.000,2062.657924
2905110.000,2000.251514
2905130.000,1945.662619
2905150.000,1899.583121
2905170.000,1862.658297
2905190.000,1835.450035
2905210.000,1818.399263
2905230.000,1811.792950
2905250.000,1815.740661
2905270.000,1830.165079
2905290.000,1854.808451
2905310.000,1889.253411
2905330.000,1932.954644
2905350.000,1985.275920
2905370.000,2045.527596
2905390.000,2113.000089
2905410.000,2186.991207
2905430.000,2266.826373
2905450.000,2351.872009
2905459.187,2392.519421
2943085.555,2392.623578
2943105.000,2306.568340
2943125.000,2222.825732
2943145.000,2144.525004
2943165.000,2072.325332
2943185.000,2006.924848
2943205.000,1949.044651
2943225.000,1899.405584
2943245.000,1858.697501
2943265.000,1827.542767
2943285.000,1806.456873
2943305.000,1795.811226
2943325.000,1795.803498
2943345.000,1806.441118
2943365.000,1827.540889
2943385.000,1858.744639
2943405.000,1899.548226
2943425.000,1949.338480
2943445.000,2007.432573
2943465.000,2073.114646
2943485.000,2145.666803
2943505.000,2224.392731
2943525.000,2308.634010
2943539.356,2372.161184
2949007.148,2397.069823
2949027.000,2271.623756
2949047.000,2146.787418
2949067.000,2023.851154
2949087.000,1903.243050
2949107.000,1785.493874
2949127.000,1671.265694
2949147.000,1561.387556
2949167.000,1456.898043
2949187.000,1359.091952
2949207.000,1269.562810
2949227.000,1190.223481
2949247.000,1123.273428
2949267.000,1071.070053
2949287.000,1035.869240
2949307.000,1019.449182
2949327.000,1022.721400
2949347.000,1045.498674
2949367.000,1086.544515
2949387.000,1143.876060
2949407.000,1215.166119
2949427.000,1298.087261
2949447.000,1390.526006
2949467.000,1490.674859
2949487.000,1597.042942
2949507.000,1708.425379
2949527.000,1823.857970
2949547.000,1942.571313
2949567.000,2063.950333
2949587.000,2187.501069
2949607.000,2312.824171
2949616.240,2371.229353
2983824.636,2374.434636
2983844.000,2266.204434
2983864.000,2157.569726
2983884.000,2052.693296
2983904.000,1952.234040
2983924.000,1856.960053
2983944.000,1767.758536
2983964.000,1685.639468
2983984.000,1611.728045
2984004.000,1547.239091
2984024.000,1493.427222
2984044.000,1451.508674
2984064.000,1422.557620
2984084.000,1407.390719
2984104.000,1406.463754
2984124.000,1419.807837
2984144.000,1447.025083
2984164.000,1487.344980
2984184.000,1539.723794
2984204.000,1602.960024
2984224.000,1675.800680
2984244.000,1757.023276
2984264.000,1845.489541
2984284.000,1940.173873
2984304.000,2040.173045
2984324.000,2144.703768
2984344.000,2253.093392
2984364.000,2364.767572
2984369.673,2396.972388
2989790.689,2369.478306
2989810.000,2259.094300
2989830.000,2147.496394
2989850.000,2039.167764
2989870.000,1934.704418
2989890.000,1834.811355
2989910.000,1740.317952
2989930.000,1652.190225
2989950.000,1571.535265
2989970.000,1499.591146
2989990.000,1437.693366
2990010.000,1387.209364
2990030.000,1349.436888
2990050.000,1325.473067
2990070.000,1316.075876
2990090.000,1321.552925
2990110.000,1341.712586
2990130.000,1375.894111
2990150.000,1423.066370
2990170.000,1481.963378
2990190.000,1551.219872
2990210.000,1629.481327
2990230.000,1715.478384
2990250.000,1808.067449
2990270.000,1906.245711
2990290.000,2009.149486
2990310.000,2116.043254
2990330.000,2226.304730
2990350.000,2339.408916
2990359.644,2394.829760
3028072.519,2386.602342
3028092.000,2361.211095
3028112.000,2342.646818
3028132.000,2331.879333
3028152.000,2329.028665
3028172.000,2334.132305
3028192.000,2347.143330
3028212.000,2367.932941
3028221.050,2379.844702
3033850.879,2396.740707
3033870.000,2271.254258
